"","CODE","LAT","LONG","POPULATION"
"480","H9E",45.4866280413223,-73.9020481404959,2742
"481","H9G",45.4760231506493,-73.8368645090909,15903
"482","H9H",45.4714315978391,-73.8583130480192,25631
"483","H9J",45.4543940820244,-73.8771431361257,22552
"484","H9K",45.4578529866667,-73.9020348133333,8114
"485","H9P",45.4584069366391,-73.7609396115703,3883
"486","H9R",45.4570311963323,-73.8092845631068,23121
"487","H9S",45.4441416104911,-73.7684295703125,21999
"488","H9W",45.4313510052247,-73.8652416896552,19505
"489","H9X",45.4145386208696,-73.9296869426087,9843
"490","J0A",45.7997172352941,-71.9573055882353,19187
"491","J0B",45.380751060241,-71.8447444457831,61485
"492","J0C",45.9763801904762,-72.7494793333333,21917
"493","J0E",45.310519877551,-72.5856382857143,47708
"494","J0G",46.062137047619,-72.784362047619,18907
"495","J0H",45.698219255814,-73.057258627907,51400
"496","J0J",45.177984,-73.1132957317073,40304
"497","J0K",46.1878926323529,-73.5236198235294,135850
"498","J0L",45.45197471875,-73.399487765625,70341
"499","J0M",56.5045145,-74.5223345,21730
"500","J0N",45.5957777441861,-74.0333568604651,46784
"501","J0P",45.4207753,-74.2267594333333,37274
"502","J0R",45.895792627907,-74.1347923953488,33730
"503","J0S",45.1412845357143,-73.9700066071429,33837
"504","J0T",46.1936335636364,-74.598448,47088
"505","J0V",45.7126307142857,-74.8172266,26139
"506","J0W",46.76759125,-75.45058575,15953
"507","J0X",45.7925763548387,-76.0672432741935,44986
"508","J0Y",49.1193907833333,-77.31183775,29086
"509","J0Z",48.104769031746,-79.1195560793651,34622
"510","J1A",45.1335564875283,-71.8058335260771,9494
"511","J1C",45.4680930628931,-71.9660699496855,6260
"512","J1E",45.4188343263473,-71.8749584476048,22088
"513","J1G",45.4044119504337,-71.8619417249071,19122
"514","J1H",45.3934710880682,-71.8979403257576,27776
"515","J1J",45.4069492822086,-71.9209835368098,14472
"516","J1K",45.3854199339853,-71.9355925501223,7272
"517","J1L",45.4041142566586,-71.9570984309927,13690
"518","J1M",45.3684726514084,-71.8624173133803,5250
"519","J1N",45.3617952959459,-71.9935657418919,28879
"520","J1R",45.3949373774834,-72.0278383245033,9751
"521","J1S",45.5716469385749,-72.0017192800983,7670
